category,theme
"QROSSWORD QLUES ""Q""",LANGUAGE & WORDS
PSA MASCOTS,POTPOURRI & GENERAL
WHAT'S THAT ON YOUR SHELF?,POTPOURRI & GENERAL
FILMMAKERS FROM MEXICO,MOVIES & TV
I GOT YOUR BOOK,LITERATURE
NEON,POTPOURRI & GENERAL
THE LETTERS OF THE LAW,POLITICS & GOVERNMENT
TOMB RAIDER,TECHNOLOGY
'90s SONGS FOR OLYMPIC SKATERS,MUSIC
ANIMAL CHARACTERS,SCIENCE
LETTUCE BEGIN,POTPOURRI & GENERAL
A BIT O' BRIT LIT,POTPOURRI & GENERAL
SHOW BOATS,MOVIES & TV
"COMPAN""EE""S",POTPOURRI & GENERAL
REGIONAL VOCABULARY,LANGUAGE & WORDS
SPECIFIC GENERAL HISTORY,HISTORY
"RHYMING TERMS STARTING WITH ""H""",SCIENCE
STRIPES ON THE FLAG,POTPOURRI & GENERAL
JUST FOR REFERENCE,POTPOURRI & GENERAL
REINSTATE SONGS,GEOGRAPHY
TV GUIDE MAGAZINE 65th ANNIVERSARY,MOVIES & TV
MULTI-WORD CAPITAL CITIES,GEOGRAPHY
FOREIGN PHRASEBOOK,LITERATURE
SWEET SOMETHINGS,POTPOURRI & GENERAL
CAN YOU HEAR ME?,POTPOURRI & GENERAL
1973: THE GROOVY & NOT-SO-GROOVY,POTPOURRI & GENERAL
DOUBLE ANIMAL NAMES,SCIENCE
MARK TWAIN REALLY SAID IT,TECHNOLOGY
OFFBEAT MUSEUMS,MUSIC
IN OVATION,POTPOURRI & GENERAL
AT 35,POTPOURRI & GENERAL
BAD FOLKS IN BOOKS,LITERATURE
I GOT A FEVER,POTPOURRI & GENERAL
MORE COWBELL,POTPOURRI & GENERAL
THE ONLY PRESCRIPTION,POTPOURRI & GENERAL
ANCIENT BRO-MANS,HISTORY
PRINCIPLES,POTPOURRI & GENERAL
NOVEL ACTORS,LITERATURE
PLACE HOLDERS,GEOGRAPHY
BEFORE THEY WERE PRESIDENT,HISTORY
HISTORY IN BRIEF,HISTORY
MOB RULE,POTPOURRI & GENERAL
SIMILAR WORDS,LANGUAGE & WORDS
"""A"", BABY!",POTPOURRI & GENERAL
WHAT BALL ARE YOU CHASING?,POTPOURRI & GENERAL
FANTASY & PARANORMAL LIT,POTPOURRI & GENERAL
URBAN PLANNING,POTPOURRI & GENERAL
"3 ""E""s",POTPOURRI & GENERAL
MALI,POTPOURRI & GENERAL
OR BUST,POTPOURRI & GENERAL
NUMERICAL CINEMA,MOVIES & TV
I'M ALLEN,POTPOURRI & GENERAL
"THAT ENDED ""WELL""",POTPOURRI & GENERAL
GO FLY A KITE!,POTPOURRI & GENERAL
RELIGIOUS LEADERS,POTPOURRI & GENERAL
AUTHORS' SECOND NOVELS,LITERATURE
THE SECRET OF -NYM,POTPOURRI & GENERAL
BROADWAY REPLACEMENTS,GEOGRAPHY
UNDER STUDIES,POTPOURRI & GENERAL
DESIGN,POTPOURRI & GENERAL
US OPEN 50 YEARS,POTPOURRI & GENERAL
EXERCISING: YOUR OPTIONS,POTPOURRI & GENERAL
FAMOUS THREESOMES,QUOTES & PHRASES
OUR STATE LOOKS UP TO YOU,GEOGRAPHY
BACK TO BASICS,POTPOURRI & GENERAL
COLLEGES EAST OF THE MISSISSIPPI FROM K TO Q,POTPOURRI & GENERAL
TRAVEL HAWAII,TECHNOLOGY
THE WORST PICTURE RAZZIE,POTPOURRI & GENERAL
SOUNDS LIKE IT TO ME,POTPOURRI & GENERAL
KEEP ON TRUCKIN',POTPOURRI & GENERAL
CLASSICAL MUSIC TERMS,MUSIC
DEFUNCT SPORTS FRANCHISES,SPORTS
NORSE GODS,RELIGION & MYTHOLOGY
THE U.S. CONGRESS WITH NANCY PELOSI,POLITICS & GOVERNMENT
FOR ME & MY GAL GADOT,POTPOURRI & GENERAL
SAINTS ON EARTH,ART & CULTURE
NO S ENDING!,POTPOURRI & GENERAL
ANTI UP,POTPOURRI & GENERAL
DEAL THE CARDS,POTPOURRI & GENERAL
IT'S A JUNGLE OUT THERE,POTPOURRI & GENERAL
"THIS CATEGORY IS ""P.G.""",POTPOURRI & GENERAL
TV WITH HIGH RATINGS,MOVIES & TV
QUEENS OF THE LITERARY REALM,POTPOURRI & GENERAL
STRAIGHT TOBILLBOARDNO. 1,TECHNOLOGY
PROFESSIONAL NICKNAMES,POTPOURRI & GENERAL
I WANT TO GO NUTS!,POTPOURRI & GENERAL
GONNA PAINT THIS TOWN,ART & CULTURE
"""RED""",POTPOURRI & GENERAL
CAPITAL LETTERS,GEOGRAPHY
WORLD WAR II TIMELINE,HISTORY
WEIRD WORDS,LANGUAGE & WORDS
RELIGIOUS -ISMs,POTPOURRI & GENERAL
CELEBRITY PARTIAL NAME CHANGES,ART & CULTURE
IT'S ABOUT THE MONEY,BUSINESS & ECONOMICS
BIBLE BOOK ABBREVIATIONS,LITERATURE
2-TERM CABINET OFFICERS,POLITICS & GOVERNMENT
THIS IS ONLY A TEST,POTPOURRI & GENERAL
MEATY LANGUAGE,FOOD & DRINK
WRITERS OF COLONIAL AMERICA,HISTORY
A HALL OF FAME INFIELD,POTPOURRI & GENERAL
NEO GEO,POTPOURRI & GENERAL
A RATIO,POTPOURRI & GENERAL
HORN BLOWER,POTPOURRI & GENERAL
ALGAE WHIZ,POTPOURRI & GENERAL
HISTORY WILL NOTE,HISTORY
THE SECRET OF HOMONYM,POTPOURRI & GENERAL
FUNK & GAMES,SPORTS
THE VIEW FROM THE TOP,POTPOURRI & GENERAL
LITERARY TITLE REFERENCES,POTPOURRI & GENERAL
HIT THE BEACHES,POTPOURRI & GENERAL
"""PIN""-TEREST",POTPOURRI & GENERAL
DIRECTOR CAMEOS,MOVIES & TV
THE 1917 SILENT PARADE,HISTORY
HISTORY IN EUROPE,HISTORY
GET ME REWRITE!,POTPOURRI & GENERAL
HANDWEAR,POTPOURRI & GENERAL
MUSIC OF 20 YEARS AGO,MUSIC
DEAD IN SHAKESPEARE,LITERATURE
AFTER NOON,WORDPLAY
COLORFUL ORIGINS,POTPOURRI & GENERAL
"""C"" YOU IN THE FUNNY PAPERS",POTPOURRI & GENERAL
ECO-READER,POTPOURRI & GENERAL
FAMOUS JEWISH AMERICANS,RELIGION & MYTHOLOGY
FUTURISTIC FICTION,LITERATURE
AUTOBIOGRAPHICAL NOVELS,LITERATURE
CLASSIC SONGS' FIRST LINES,MUSIC
I READ THE NEWS TODAY,POTPOURRI & GENERAL
O'BOY,POTPOURRI & GENERAL
GOD BLESS AMERICIUM,RELIGION & MYTHOLOGY
ENTITLED,POTPOURRI & GENERAL
"MIDDLE ""AGE""",POTPOURRI & GENERAL
THE ABCs OF THE CIA,POTPOURRI & GENERAL
HISTORIC HISTORY FROM THE PAST,HISTORY
THE WEATHER,SCIENCE
PUN-ISHING CLUES,POTPOURRI & GENERAL
"""NEW"" GEOGRAPHY",GEOGRAPHY
FILM & HIT SONG SAME NAME,MOVIES & TV
"SOCRATES, PLATO & ARISTOTLE",POTPOURRI & GENERAL
THEOED's RECENT WORDS,LANGUAGE & WORDS
THAT'S SO RANDOM!,POTPOURRI & GENERAL
A LITTLE SCIENCE,SCIENCE
NEW PHONE,TECHNOLOGY
"WHO ""DIS""?",POTPOURRI & GENERAL
20th CENTURY PRESIDENTIAL ELECTIONS,HISTORY
CITING PRECEDENT,POTPOURRI & GENERAL
"SINGLE T, DOUBLE T",POTPOURRI & GENERAL
THE OCTOPUS,POTPOURRI & GENERAL
WHY DO I KNOW THIS?!,POTPOURRI & GENERAL
CITING THE PRESIDENT,HISTORY
FOREIGN FILMS,MOVIES & TV
FICTIONAL DOCTORS,LITERATURE
A LIGHT CATEGORY,POTPOURRI & GENERAL
"THAT'S PROPRIETARY, MA'AM",POTPOURRI & GENERAL
WORLD CAPITAL SIGHTSEEING,GEOGRAPHY
DOUBLE-LETTER STATE CAPITALS,GEOGRAPHY
BIRTHDAY PARTY,ART & CULTURE
CAKE,POTPOURRI & GENERAL
THE BOUNCY CASTLE,MOVIES & TV
DESIGN ACROSS AMERICA,POTPOURRI & GENERAL
WORLD WAR II SLANG,HISTORY
GEORGE WASHINGTON CARVER,POTPOURRI & GENERAL
"IT'S ALWAYS ""ME"", ""ME""",POTPOURRI & GENERAL
CELEBRITY POSSESSIVES,POTPOURRI & GENERAL
GERMAN WRITERS,LITERATURE
FIRST LINES FROM NOVELS,LITERATURE
OUT IN LEFT FIELD,POTPOURRI & GENERAL
A STREETCAR,POTPOURRI & GENERAL
NAME DESIRED,POTPOURRI & GENERAL
MY AUTOBIOGRAPHY THAT I WROTE,POTPOURRI & GENERAL
SHADY CHARACTERS,POTPOURRI & GENERAL
IRISH HISTORY,HISTORY
THE SOCIAL NETWORK,POTPOURRI & GENERAL
WORLD HERITAGE IN DANGER,GEOGRAPHY
PARTING WORDS,ART & CULTURE
MODERN LANGUAGE,LANGUAGE & WORDS
THE MONTH OF JULY,POTPOURRI & GENERAL
AD COUNCIL CLASSICS,POTPOURRI & GENERAL
"10-LETTER ""M"" WORDS",LANGUAGE & WORDS
CHECK IN TO THE POP CULTURE HOTEL,MUSIC
SLAYER,POTPOURRI & GENERAL
FLIP THAT HOUSE!,POTPOURRI & GENERAL
MATH & SCIENCE,SCIENCE
AULD BRITISH SLANG,LANGUAGE & WORDS
COLORFUL PLACES,GEOGRAPHY
ALEXANDER GRAHAM BELL,POTPOURRI & GENERAL
"""TEN""TERTAINMENT",TECHNOLOGY
1970s BESTSELLERS,POTPOURRI & GENERAL
"MONKEY, SEE?",POTPOURRI & GENERAL
I CAN NAME THAT PERSON IN 2 WORDS,LANGUAGE & WORDS
CLASSIC MOVIE: THE VIDEO GAME,MOVIES & TV
"""LITTLE"" NURSERY RHYME CHARACTERS",LANGUAGE & WORDS
IT HAPPENED IN 2005,HISTORY
TV SHOWS BY FAMILY,MOVIES & TV
OUR NATION'S CAPITAL BEFORE & AFTER,GEOGRAPHY
BLACK WOMEN AUTHORS,LITERATURE
LEXICON VALLEY,POTPOURRI & GENERAL
FROM BOOKS TO BROADWAY,LITERATURE
GOOD GROOMING,POTPOURRI & GENERAL
TIME RHYME,LANGUAGE & WORDS
KING OF THE CASTLE,MOVIES & TV
EXTREME SPORTS?,SPORTS
THE FBI's 10 MOST WANTED LIST,POTPOURRI & GENERAL
LITERARY TYPES,POTPOURRI & GENERAL
POP SONG OVERLAPS,MUSIC
ENDANGERED ANIMALS,SCIENCE
YESTERCAREER,POTPOURRI & GENERAL
NAT GEO,POTPOURRI & GENERAL
A CONTROVERSIAL CATEGORY,POTPOURRI & GENERAL
A VANILLA CATEGORY,POTPOURRI & GENERAL
UNFURL THE STATE FLAG,GEOGRAPHY
INTERNATIONAL LAW,GEOGRAPHY
"THROW 'EM IN THE ""BRIG""",POTPOURRI & GENERAL
PRESIDENTS,HISTORY
WRITERS ON SPORTS,LITERATURE
FRENCH TOASTS,LANGUAGE & WORDS
SCENE OF THE RHYME,LANGUAGE & WORDS
RAIDING,TECHNOLOGY
THE FRIDGE,POTPOURRI & GENERAL
ALL IN THE OLD TESTAMENT FAMILY,POTPOURRI & GENERAL
ADJECTIVES FOR YOUR CAT,POTPOURRI & GENERAL
UN-BELIEVABLE,POTPOURRI & GENERAL
IMMIGRANTS,POTPOURRI & GENERAL
MAY THE HORSE BE WITH YOU,POTPOURRI & GENERAL
RECENT STUFF,POTPOURRI & GENERAL
MOVIE SEQUEL SUBTITLES,MOVIES & TV
"""L""AKES",POTPOURRI & GENERAL
RICK & MORTY,POTPOURRI & GENERAL
SHOW ME WHAT YOU GOT,MOVIES & TV
KEEP SUMMER SAFE,POTPOURRI & GENERAL
"MY ""MAN""!",POTPOURRI & GENERAL
YOU PASS BUTTER,POTPOURRI & GENERAL
& THAT'S THE WAY THE NEWS GOES,POTPOURRI & GENERAL
SWITCH TO A COMPETING BRAND,BUSINESS & ECONOMICS
ON TV,MOVIES & TV
"""FIRE"" WORKS",POTPOURRI & GENERAL
ON THE FOURTH OF JULY,POTPOURRI & GENERAL
PUB MED,POTPOURRI & GENERAL
"""OO""DLES OF WORDS",LANGUAGE & WORDS
THE LAW OF THE LAND,POLITICS & GOVERNMENT
FIREWORKS ON THE FOURTH OF JULY,POTPOURRI & GENERAL
CLASSIC ROCK,MUSIC
FIRST THING IN THE MORNING,POTPOURRI & GENERAL
A NICE CUP OF COFFEE,FOOD & DRINK
TV MOVIES?,MOVIES & TV
NOBEL PRIZE KNOWLEDGE,POTPOURRI & GENERAL
STATE CAPITAL COLLEGES & UNIVERSITIES,GEOGRAPHY
"""F"" STOP",POTPOURRI & GENERAL
CONFUSING AUTHORS,LITERATURE
THE ROBBER BARONS,POTPOURRI & GENERAL
MISSING LINKS,POTPOURRI & GENERAL
COASTAL TERMINOLOGY,POTPOURRI & GENERAL
TIME FOR OPERA,MUSIC
STARS FELL FROM ALABAMA,SCIENCE
THE EUROPEAN UNION,POTPOURRI & GENERAL
DANISH FOOD & DRINK,FOOD & DRINK
SMALL-SCREEN CRIME FIGHTERS,MOVIES & TV
BOOK OF THE MONTH,LITERATURE
SHAKESPEAREAN MENAGERIE,LITERATURE
MALE & FEMALE WORDS,LANGUAGE & WORDS
ON THE ISLAND,GEOGRAPHY
"MUSICAL ""P""ERFORMERS",MUSIC
BIRTH OF A SALESMAN,POTPOURRI & GENERAL
OLYMPIC HOST CITIES,GEOGRAPHY
MULTIPLE A's,POTPOURRI & GENERAL
HISTORIC LOSERS,HISTORY
TV SHOW ENCYCLOPEDIAS & COMPANIONS,MOVIES & TV
ON THE PLAYGROUND,LITERATURE
DEATH OF A SALESMAN,POTPOURRI & GENERAL
BURNIN' LOVE SONGS,MUSIC
CLOTHING IN THE MIDDLE AGES,POTPOURRI & GENERAL
"TRY ""ME"" A RIVER",GEOGRAPHY
18th CENTURY NOTABLES,HISTORY
DAYTIME TV MEMORIES,MOVIES & TV
KITCHEN CONFUSION,POTPOURRI & GENERAL
BRUSH UP ON YOUR...,POTPOURRI & GENERAL
NOWHERE LAND,POTPOURRI & GENERAL
MOVIE / STARS,SCIENCE
1958,HISTORY
MENTAL FITNESS BOOKSHELF,LITERATURE
GEORGE GERSHWIN,POTPOURRI & GENERAL
IRA,POTPOURRI & GENERAL
"WAY BACK IN THE '60s, MAN",POTPOURRI & GENERAL
A LITTLE MISTAKE,POTPOURRI & GENERAL
MAKING A FEDERAL CASE OUT OF IT,POTPOURRI & GENERAL
15 MINUTES OF FAME,POTPOURRI & GENERAL
4-LETTER U.S. CITIES,GEOGRAPHY
MATH WORDS,LANGUAGE & WORDS
NOT IN THE ROCK & ROLL HALL OF FAME,MUSIC
NOM DE MUPPET,POTPOURRI & GENERAL
IN THE STATE SONG,GEOGRAPHY
SPACED-OUT BUSINESS,SCIENCE
REMEMBER THE LADIES,POTPOURRI & GENERAL
OLIVE MY LOVE,POTPOURRI & GENERAL
"2 ""U""",POTPOURRI & GENERAL
"YES, PRIME MINISTER",POLITICS & GOVERNMENT
QUOTES OF VICTORY,QUOTES & PHRASES
INTERNATIONAL CINEMA,GEOGRAPHY
THAT'S THE GOVERNMENT FOR YOU,POLITICS & GOVERNMENT
BOATING WORDS,LANGUAGE & WORDS
"""PO""POURRI",POTPOURRI & GENERAL
"KUWAIT, KUWAIT",TECHNOLOGY
DON'T TELL ME,POTPOURRI & GENERAL
THAT TITLE IS SO CLICHÉ,POTPOURRI & GENERAL
GONE A YEAR ALREADY,POTPOURRI & GENERAL
"""M""YTHOLOGY",POTPOURRI & GENERAL
A LANDMARK DESIGNATION,GEOGRAPHY
"""H"" TO ""H""",POTPOURRI & GENERAL
OFFICE SUPPLIES,POTPOURRI & GENERAL
"UH OH, TALKIN' MORE FOOTBALL",SPORTS
LET'S TAKE A CLASS AT HARVARD,POTPOURRI & GENERAL
MEMBERS OF THE HIP-HOP GROUP,POTPOURRI & GENERAL
VERY SMALL TALK,POTPOURRI & GENERAL
THE REAL GAME OF THRONES,SPORTS
MEDICINE & THE MOVIES,SCIENCE
YEARLY BELOVED,POTPOURRI & GENERAL
MATH-FREE WORD PROBLEMS,LANGUAGE & WORDS
PLACE IT,GEOGRAPHY
WHO HAS MY LETTER?,LANGUAGE & WORDS
THE MALE MAN,POTPOURRI & GENERAL
BEAUTIFUL HAITI,TECHNOLOGY
FOUR LEGS GOOD,POTPOURRI & GENERAL
PIN THE TALE ON THE 19th CENTURY WRITER,HISTORY
DIVINITY,POTPOURRI & GENERAL
"CAN I GET AN ""AMEN""?",POTPOURRI & GENERAL
THAT'S A GOOD-LOOKIN' TITLE WORD,LANGUAGE & WORDS
25 YEARS AGO: 1993,HISTORY
IT'S TOTALLY TUBULAR,POTPOURRI & GENERAL
I GIVE YOU EVERYTHING...,POTPOURRI & GENERAL
"THE SUN, THE MOON, THE STARS",SCIENCE
& THIS IS THE THANKS I GET?!,POTPOURRI & GENERAL
WHO ESSENTIAL MEDICINES,SCIENCE
SPORTS DOCTORS,SPORTS
BEFORE HUMANITY,WORDPLAY
"3 P's, PPPLEASE",POTPOURRI & GENERAL
OUR FAVORITE SUFF-ICS,POTPOURRI & GENERAL
THAT REDUNDANCY IS REDUNDANT,POTPOURRI & GENERAL
FRANK SINATRA,POTPOURRI & GENERAL
CHAIRMAN OF THE BOARD,TECHNOLOGY
THE 27 LANDLOCKED U.S. STATES,GEOGRAPHY
KNOWN BY ONE NAME,POTPOURRI & GENERAL
POKE OUT AN I,POTPOURRI & GENERAL
MARRIED LITERATURE,LITERATURE
"HOOK, LINE & SINKER",POTPOURRI & GENERAL
"4 RINGS, SERKIS",POTPOURRI & GENERAL
SHE CREATED HIM,POTPOURRI & GENERAL
COMIC-CONVERSATION,POTPOURRI & GENERAL
"GET ""OUT""!",POTPOURRI & GENERAL
REVOLUTION NOW!,HISTORY
BUT IT'S LUNCHTIME,WORDPLAY
IN THE LOUVRE,POTPOURRI & GENERAL
ISLAND HOPPING,GEOGRAPHY
CHEMICAL PROCESSES,POTPOURRI & GENERAL
EXPRESS-ING THEMSELVES,POTPOURRI & GENERAL
CLASSIC TOYS,POTPOURRI & GENERAL
DOMAIN EXTENSIONS MATTER,TECHNOLOGY
CELEBRITY FATHERS & SONS,POTPOURRI & GENERAL
BEASTLY MYTHOLOGY,RELIGION & MYTHOLOGY
SINGLE MOMS ON TELEVISION,MOVIES & TV
"ABBRE-""V""-IATIONS",POTPOURRI & GENERAL
1-WORD PLAY TITLES,LITERATURE
EDIBLE BEFORE & AFTER,WORDPLAY
ISLAND NAMES,GEOGRAPHY
PLAYING POLITICS,LITERATURE
"SAME VOWEL, FRONT & BACK",POTPOURRI & GENERAL
COMBAT ROCK,MUSIC
PEOPLE OF THE WORLD,GEOGRAPHY
MAN CAVES,POTPOURRI & GENERAL
POLAR EXPLORATION,POTPOURRI & GENERAL
"""S""EVEN LETTER WORDS",LANGUAGE & WORDS
U.S. LIBRARIES,POTPOURRI & GENERAL
SINGERS' SHARED FIRST NAMES,MUSIC
POLITICS & CURRENT AFFAIRS BOOKS,LITERATURE
BACK PEDDLING,POTPOURRI & GENERAL
APPALACHIAN APPELLATION,TECHNOLOGY
TOP TV SHOWS 1968,HISTORY
IDIOM ORIGINS,LANGUAGE & WORDS
X-MEN MARK THE LITERARY SPOT,POTPOURRI & GENERAL
BACH,POTPOURRI & GENERAL
TO THE FUTURE,POTPOURRI & GENERAL
1990s ANIMATED FILMS,MOVIES & TV
TITLE PEOPLE: HOW NOVEL!,LITERATURE
I NEED A DRINK,FOOD & DRINK
MEDICAL WORDS & PHRASES,LANGUAGE & WORDS
THE KISS CAM,POTPOURRI & GENERAL
HQ TRIVIA,POTPOURRI & GENERAL
"THE ""IRS""",POTPOURRI & GENERAL
CLASSICAL FAVORITES,MUSIC
THE FOUR SEASONS,POTPOURRI & GENERAL
1812 OVERTURES,HISTORY
THE BLUE DANUBE,POTPOURRI & GENERAL
FANFARE FOR THE COMMON MAN,POTPOURRI & GENERAL
NEW WORLD SYMPHONY,GEOGRAPHY
TV QUOTES,MOVIES & TV
TEDDY BEARS,POTPOURRI & GENERAL
LITERARY SONS & DAUGHTERS,POTPOURRI & GENERAL
THE ITALIAN JOB,POTPOURRI & GENERAL
MONDAY IS FUN DAY,POTPOURRI & GENERAL
INSTANT GRATIFICATION,POTPOURRI & GENERAL
BEST SONG OSCARS,MOVIES & TV
"""C"" IT NOW",POTPOURRI & GENERAL
SCIENCE & TECHNOLOGY BOOKS,SCIENCE
OBLAST FROM THE PAST,POTPOURRI & GENERAL
BRASS INSTRUMENTS,MUSIC
ITALY BEFORE THE ROMANS,WORDPLAY
POP CULTURE SQUIRRELS,MUSIC
THIS CATEGORY WILL BLOW YOU AWAY,POTPOURRI & GENERAL
STATE OF THE NEWSPAPER,GEOGRAPHY
SAILING LIT,TECHNOLOGY
TONGUE-TWISTER PROTAGONISTS,POTPOURRI & GENERAL
O YE OF LITTLE FAITH,TECHNOLOGY
SCRAMBLED WORLD CAPITALS,GEOGRAPHY
GOLFER IN CHIEF,SPORTS
SONG TIME,MUSIC
"""U"" KNOW IT!",POTPOURRI & GENERAL
AMERICAN DOGS,POTPOURRI & GENERAL
DECADES OF NO. 1-RATED TV SHOWS,MOVIES & TV
ASIAN FOOD,FOOD & DRINK
PRINCE,POTPOURRI & GENERAL
I LAKE IT LIKE THAT,GEOGRAPHY
DICKENS BOOK BY CHARACTERS,LITERATURE
BRAND AWARENESS,HISTORY
"""DISS""ING YOU",POTPOURRI & GENERAL
MEDIEVAL SCIENCE,HISTORY
A JOURNEY OF YOUR PIERS,POTPOURRI & GENERAL
CALL ME BY YOUR NAME,POTPOURRI & GENERAL
"""CO""-OPERATIVE",MUSIC
COMIC RELIEF,POTPOURRI & GENERAL
THE SCIENCE OF MECHANICS,SCIENCE
A HARRY CATEGORY,POTPOURRI & GENERAL
LITERARY OOPS!,POTPOURRI & GENERAL
PRIZE PACKAGES,POTPOURRI & GENERAL
KING JAMES BIBLE COMMON WORDS,LANGUAGE & WORDS
COMICS RELIEF,POTPOURRI & GENERAL
"TRUE CRIME BOOKS, SWEETHEART",LITERATURE
PULITZER PRIZE MUSICALS,MUSIC
BALL IN THE FAMILY,POTPOURRI & GENERAL
I DON'T WANNA CRAMP,POTPOURRI & GENERAL
YOUR STYLE,POTPOURRI & GENERAL
BLACK-&-WHITE PHOTO CHALLENGE,POTPOURRI & GENERAL
17th CENTURY SCIENCE,HISTORY
THE RAMBO CONNECTION,POTPOURRI & GENERAL
THE INTERJECTION SECTION,POTPOURRI & GENERAL
"PORTUGAL, THE MAN",POTPOURRI & GENERAL
"THE END OF ""IT""",POTPOURRI & GENERAL
LOOKIN' BACK TEXAS,POTPOURRI & GENERAL
MAMA TRIED,POTPOURRI & GENERAL
CLASSIC COUNTRY SONGS,GEOGRAPHY
THE DISASTER ARTISTS,ART & CULTURE
HAIL HYDRO,TECHNOLOGY
"MOVIES OF ""WONDER""",MOVIES & TV
THE NOVEL'S SUBTITLE,LITERATURE
"THE OLD 3, 4",POTPOURRI & GENERAL
AMERICAN QUOTES,QUOTES & PHRASES
WE LIKE TURTLES,POTPOURRI & GENERAL
THE THIRD MAN,POTPOURRI & GENERAL
MOVIE!,MOVIES & TV
THAT RAISES A RED FLAG,TECHNOLOGY
I ONLY HAVE Es FOR YOU,POTPOURRI & GENERAL
SHOW BIZ NICKNAMES,MOVIES & TV
DAY & NIGHT BOOKSTORE,LITERATURE
STARTS WITH A MUSICAL INSTRUMENT,SCIENCE
SPY STUFF,POTPOURRI & GENERAL
"HISTORIC ""P""LACES",HISTORY
PRESIDENTS: BORN & DIED,HISTORY
BOOKS OF THE 1990s,LITERATURE
TV & MOVIE COMMON BONDS,MOVIES & TV
YOU SHALL NOT PASS!,POTPOURRI & GENERAL
"FLY, YOU FOOLS!",POTPOURRI & GENERAL
ARCHITECTURE WORDS,LANGUAGE & WORDS
"HEY, SLIM",POTPOURRI & GENERAL
LAND,POTPOURRI & GENERAL
COMIC BOOKS WITHOUT CAPES,LITERATURE
"ON ""MARS""",POTPOURRI & GENERAL
MONARCHS FLUTTER BY,POTPOURRI & GENERAL
MUSIC INDUSTRY TERMS,MUSIC
REFRIGERATOR MAGNETS,POTPOURRI & GENERAL
SENDING AN ANAGRAM,POTPOURRI & GENERAL
THE HILL,POTPOURRI & GENERAL
DAILY BEAST,TECHNOLOGY
POLITICO,POLITICS & GOVERNMENT
SWISSTORY,LITERATURE
VISITORS FROM SPACE,SCIENCE
"MY OLD ""L.P.""s",POTPOURRI & GENERAL
MALE AUTHORS,LITERATURE
TRIBAL STATES,GEOGRAPHY
"ENGLAND, SCOTLAND OR WALES",POTPOURRI & GENERAL
TV NARRATORS,MOVIES & TV
RETORTS,POTPOURRI & GENERAL
THE FOOD CHAIN,FOOD & DRINK
"""I"" 4",POTPOURRI & GENERAL
DETAIL,TECHNOLOGY
I SURRENDER,POTPOURRI & GENERAL
AWARD-WINNING BOOKS,HISTORY
OKLAHOMA HISTORY,HISTORY
A-1 ALPHANUMERICS 4U,POTPOURRI & GENERAL
EXPORTS,POTPOURRI & GENERAL
BAND MATES,MUSIC
BRITISH COMMONWEALTH COUNTRIES,GEOGRAPHY
NURSERY RHYME POLICE REPORT,LANGUAGE & WORDS
SWINGERS OF SPORTS,SPORTS
THE STATE SHE GOVERNED,GEOGRAPHY
MOVIES BY OSCAR-WINNING SONG,MOVIES & TV
MEMORIAL DAY,POTPOURRI & GENERAL
BEACH SEASON,POTPOURRI & GENERAL
"IT'S GETTING ""HOT""",POTPOURRI & GENERAL
INDY 500,POTPOURRI & GENERAL
BALKAN NATIONS,POTPOURRI & GENERAL
"""ZZ"" MIDDLE",POTPOURRI & GENERAL
SIGNS & GESTURES,POTPOURRI & GENERAL
GENIUSES ARE BORN,POTPOURRI & GENERAL
NOT MADE,POTPOURRI & GENERAL
EPIC FAIL,TECHNOLOGY
NEW YORK COLLEGES & UNIVERSITIES,POTPOURRI & GENERAL
SLEEP,POTPOURRI & GENERAL
EARLY 19th CENTURY TIMELINE,HISTORY
"A ""LITTLE"" ENTERTAINMENT",TECHNOLOGY
OSCAR-NOMINATED ACTORS,MOVIES & TV
AUDIBLERECENT FICTION,LITERATURE
RAISIN D'ETRE,TECHNOLOGY
WHAT'S THE DIFFERENCE?,POTPOURRI & GENERAL
TV ANIMAL ROUNDUP,SCIENCE
FAKE CLUES,POTPOURRI & GENERAL
IN SO MANY WORDS,LANGUAGE & WORDS
PLAY BILL,LITERATURE
SENATORS WHO SOUGHT HIGHER OFFICE,POLITICS & GOVERNMENT
TAKE THE CATEGORY IN ORDER,POTPOURRI & GENERAL
IN GENERAL,POTPOURRI & GENERAL
YOU'LL UNDERSTAND IT BETTER,POTPOURRI & GENERAL
AS YOU GO DOWN,POTPOURRI & GENERAL
IT WILL SERVE YOU WELL!,POTPOURRI & GENERAL
TRUST US!,POTPOURRI & GENERAL
GIVE US THE BIRD,POTPOURRI & GENERAL
DIMES,POTPOURRI & GENERAL
BAND MATH,MUSIC
PLANET OF THE CAPES,SCIENCE
"MIND YOUR ""P""s & ""Q""s",POTPOURRI & GENERAL
ILLINOIS AT 200,POTPOURRI & GENERAL
MUSICAL GROUPS,MUSIC
NAMING MY BABY GIRL FOR GRANDPA,POTPOURRI & GENERAL
I READ YOU LOUD & CLEAR!,POTPOURRI & GENERAL
IT'S CHAOS,POTPOURRI & GENERAL
BE KIND,POTPOURRI & GENERAL
QUESTIONABLE TELEVISION,MOVIES & TV
FOREIGN FORMER FORTS,POTPOURRI & GENERAL
GARDENING,POTPOURRI & GENERAL
"""END"" GAME",SPORTS
FAMOUS RUSSIANS,QUOTES & PHRASES
JEFF BRIDGES,POTPOURRI & GENERAL
THE 2017 IG NOBEL PRIZES,HISTORY
